PWS ID,Facility Water Type,Latitude,Longitude,Contaminant,chain length,long-short,Total
DE0000663,SW-Surface Water,39.75051,-75.584308,PFBA,4,short,14.1
DE0000663,SW-Surface Water,39.75051,-75.584308,PFHpA,7,short,8.4
DE0000663,SW-Surface Water,39.75051,-75.584308,PFHxA,6,short,16.4
DE0000663,SW-Surface Water,39.75051,-75.584308,PFOA,8,Long,14.9
DE0000663,SW-Surface Water,39.75051,-75.584308,PFPeA,5,short,15.4
DE0000825,GW-Groundwater,38.636337,-75.068764,PFBS,4,short,5
DE0000825,GW-Groundwater,38.636337,-75.068764,PFHxA,6,short,3.6
DE0000825,GW-Groundwater,38.636337,-75.068764,PFOA,8,Long,8.1
DE0000825,GW-Groundwater,38.636337,-75.068764,PFPeA,5,short,3.8
FL1170527,GW-Groundwater,30.38516,-87.297443,PFBS,4,short,4.9
FL1170527,GW-Groundwater,30.38516,-87.297443,PFHpA,7,short,3.3
FL1170527,GW-Groundwater,30.38516,-87.297443,PFHxA,6,short,4.1
FL1170527,GW-Groundwater,30.38516,-87.297443,PFHxS,6,short,14.7
FL1170527,GW-Groundwater,30.38516,-87.297443,PFOA,8,Long,11
FL1170527,GW-Groundwater,30.38516,-87.297443,PFOS,8,Long,39.5
FL1170527,GW-Groundwater,30.38516,-87.297443,PFPeA,5,short,3.7
FL3050442,GW-Groundwater,27.996946,-80.65072,PFBS,4,short,6.5
FL3050442,GW-Groundwater,27.996946,-80.65072,PFHpA,7,short,3.8
FL3050442,GW-Groundwater,27.996946,-80.65072,PFHxA,6,short,7.2
FL3050442,GW-Groundwater,27.996946,-80.65072,PFHxS,6,short,4.6
FL3050442,GW-Groundwater,27.996946,-80.65072,PFOA,8,Long,8
FL3050442,GW-Groundwater,27.996946,-80.65072,PFOS,8,Long,8.7
FL3050442,GW-Groundwater,27.996946,-80.65072,PFPeA,5,short,7.2
FL3051367,GW-Groundwater,28.567912,-80.824201,PFOS,8,Long,7
FL3051447,"MX-Any combination of GW, SW, and GU",28.112974,-80.68067,PFBS,4,short,4
FL3310206,GW-Groundwater,27.645679,-80.415289,PFHxS,6,short,5.4
FL3310206,GW-Groundwater,27.645679,-80.415289,PFOS,8,Long,7
FL3350745,GW-Groundwater,28.813413,-81.891812,PFHxS,6,short,3.9
FL3350745,GW-Groundwater,28.813413,-81.891812,PFOS,8,Long,4.8
FL3350942,GW-Groundwater,28.938188,-81.955855,PFBS,4,short,19.2
FL3350942,GW-Groundwater,28.938188,-81.955855,PFHxA,6,short,10.6
FL3350942,GW-Groundwater,28.938188,-81.955855,PFHxS,6,short,7
FL3350942,GW-Groundwater,28.938188,-81.955855,PFOA,8,Long,11.9
FL3350942,GW-Groundwater,28.938188,-81.955855,PFOS,8,Long,15
FL3350942,GW-Groundwater,28.938188,-81.955855,PFPeA,5,short,18.8
FL3354779,GW-Groundwater,28.518695,-81.720804,PFBS,4,short,4.7
FL3354779,GW-Groundwater,28.518695,-81.720804,PFPeA,5,short,3.6
FL3354781,GW-Groundwater,28.923736,-81.859267,PFHxS,6,short,5
FL3354781,GW-Groundwater,28.923736,-81.859267,PFOS,8,Long,5.3
FL3354883,GW-Groundwater,28.501724,-81.767844,PFBS,4,short,36.8
FL3354883,GW-Groundwater,28.501724,-81.767844,PFHxA,6,short,4.2
FL3354883,GW-Groundwater,28.501724,-81.767844,PFHxS,6,short,6.7
FL3354883,GW-Groundwater,28.501724,-81.767844,PFOA,8,Long,20.1
FL3354883,GW-Groundwater,28.501724,-81.767844,PFOS,8,Long,42.1
FL3354883,GW-Groundwater,28.501724,-81.767844,PFPeA,5,short,12
FL3420922,GW-Groundwater,29.1794,-82.15311,PFBA,4,short,5.8
FL3420922,GW-Groundwater,29.1794,-82.15311,PFBS,4,short,8.5
FL3420922,GW-Groundwater,29.1794,-82.15311,PFHpA,7,short,6.3
FL3420922,GW-Groundwater,29.1794,-82.15311,PFHxA,6,short,12
FL3420922,GW-Groundwater,29.1794,-82.15311,PFHxS,6,short,41
FL3420922,GW-Groundwater,29.1794,-82.15311,PFOA,8,Long,6.5
FL3420922,GW-Groundwater,29.1794,-82.15311,PFOS,8,Long,39
FL3420922,GW-Groundwater,29.1794,-82.15311,PFPeA,5,short,14
FL3420922,GW-Groundwater,29.1794,-82.15311,PFPeS,5,short,6.1
FL3424897,GW-Groundwater,28.992892,-81.99936,PFBS,4,short,6.8
FL3424897,GW-Groundwater,28.992892,-81.99936,PFHxA,6,short,5.3
FL3424897,GW-Groundwater,28.992892,-81.99936,PFHxS,6,short,4.8
FL3424897,GW-Groundwater,28.992892,-81.99936,PFOA,8,Long,6.3
FL3424897,GW-Groundwater,28.992892,-81.99936,PFOS,8,Long,5
FL3424897,GW-Groundwater,28.992892,-81.99936,PFPeA,5,short,6.5
FL3480200,GW-Groundwater,28.667398,-81.60887,PFOS,8,Long,24.8
FL3480204,GW-Groundwater,28.573476,-81.532967,PFBS,4,short,6.9
FL3480204,GW-Groundwater,28.573476,-81.532967,PFHpA,7,short,3.6
FL3480204,GW-Groundwater,28.573476,-81.532967,PFHxA,6,short,6.8
FL3480204,GW-Groundwater,28.573476,-81.532967,PFHxS,6,short,4
FL3480204,GW-Groundwater,28.573476,-81.532967,PFOA,8,Long,12
FL3480204,GW-Groundwater,28.573476,-81.532967,PFOS,8,Long,9.9
FL3480204,GW-Groundwater,28.573476,-81.532967,PFPeA,5,short,10
FL3480913,GW-Groundwater,28.549727,-81.6471,PFBS,4,short,4.4
FL3480913,GW-Groundwater,28.549727,-81.6471,PFOS,8,Long,5.2
FL3590026,GW-Groundwater,28.662364,-81.391736,PFHxS,6,short,3.8
FL3590159,GW-Groundwater,28.653535,-81.318796,PFHxS,6,short,3.2
FL3590201,GW-Groundwater,28.769466,-81.337239,PFBS,4,short,3.8
FL3590201,GW-Groundwater,28.769466,-81.337239,PFHxA,6,short,4.2
FL3590201,GW-Groundwater,28.769466,-81.337239,PFHxS,6,short,3.6
FL3590201,GW-Groundwater,28.769466,-81.337239,PFPeA,5,short,4.1
FL3590205,GW-Groundwater,28.780349,-81.260588,PFBS,4,short,3.6
FL3590205,GW-Groundwater,28.780349,-81.260588,PFHxS,6,short,3
FL3590205,GW-Groundwater,28.780349,-81.260588,PFOS,8,Long,4.7
FL3600007,GW-Groundwater,28.895764,-81.935366,PFHxS,6,short,5.8
FL3640275,GW-Groundwater,29.189085,-81.102027,PFHxS,6,short,6.9
FL3640275,GW-Groundwater,29.189085,-81.102027,PFPeA,5,short,3.2
FL3640286,GW-Groundwater,29.054246,-81.300236,PFBS,4,short,3.3
FL3640286,GW-Groundwater,29.054246,-81.300236,PFHxS,6,short,4.2
FL3640286,GW-Groundwater,29.054246,-81.300236,PFOS,8,Long,4.1
FL3640287,GW-Groundwater,28.893376,-81.225156,PFBS,4,short,15.6
FL3640287,GW-Groundwater,28.893376,-81.225156,PFHxA,6,short,6.9
FL3640287,GW-Groundwater,28.893376,-81.225156,PFHxS,6,short,6.5
FL3640287,GW-Groundwater,28.893376,-81.225156,PFOA,8,Long,9.1
FL3640287,GW-Groundwater,28.893376,-81.225156,PFOS,8,Long,16.9
FL3640287,GW-Groundwater,28.893376,-81.225156,PFPeA,5,short,10
FL3641044,GW-Groundwater,29.11701,-80.98201,PFHxA,6,short,3.8
FL3641216,GW-Groundwater,29.165746,-81.010294,PFHxS,6,short,4.7
FL3641336,GW-Groundwater,28.885122,-81.321328,PFBA,4,short,12.7
FL3641336,GW-Groundwater,28.885122,-81.321328,PFBS,4,short,23.6
FL3641336,GW-Groundwater,28.885122,-81.321328,PFHpA,7,short,3.1
FL3641336,GW-Groundwater,28.885122,-81.321328,PFHxA,6,short,16.1
FL3641336,GW-Groundwater,28.885122,-81.321328,PFHxS,6,short,8.7
FL3641336,GW-Groundwater,28.885122,-81.321328,PFOA,8,Long,23.6
FL3641336,GW-Groundwater,28.885122,-81.321328,PFOS,8,Long,37.1
FL3641336,GW-Groundwater,28.885122,-81.321328,PFPeA,5,short,17.7
FL3644155,GW-Groundwater,28.955716,-81.238364,PFBS,4,short,4.8
FL3644155,GW-Groundwater,28.955716,-81.238364,PFHxA,6,short,3
FL3644155,GW-Groundwater,28.955716,-81.238364,PFPeA,5,short,3.9
FL3644328,GW-Groundwater,29.31575,-81.0977,PFBS,4,short,7.1
FL3644328,GW-Groundwater,29.31575,-81.0977,PFHpA,7,short,3
FL3644328,GW-Groundwater,29.31575,-81.0977,PFHxA,6,short,4.3
FL3644328,GW-Groundwater,29.31575,-81.0977,PFHxS,6,short,3.3
FL3644328,GW-Groundwater,29.31575,-81.0977,PFOA,8,Long,6.1
FL3644328,GW-Groundwater,29.31575,-81.0977,PFOS,8,Long,6.7
FL3644328,GW-Groundwater,29.31575,-81.0977,PFPeA,5,short,5.8
FL4060162,GW-Groundwater,26.130557,-80.194632,PFBS,4,short,4.9
FL4060162,GW-Groundwater,26.130557,-80.194632,PFHxA,6,short,5
FL4060162,GW-Groundwater,26.130557,-80.194632,PFHxS,6,short,3.4
FL4060162,GW-Groundwater,26.130557,-80.194632,PFOA,8,Long,5.4
FL4060162,GW-Groundwater,26.130557,-80.194632,PFOS,8,Long,19.3
FL4060162,GW-Groundwater,26.130557,-80.194632,PFPeA,5,short,6.9
FL4060167,GW-Groundwater,26.165081,-80.196861,PFBA,4,short,10.1
FL4060167,GW-Groundwater,26.165081,-80.196861,PFBS,4,short,5.9
FL4060167,GW-Groundwater,26.165081,-80.196861,PFHpA,7,short,4.1
FL4060167,GW-Groundwater,26.165081,-80.196861,PFHxA,6,short,8.6
FL4060167,GW-Groundwater,26.165081,-80.196861,PFHxS,6,short,3
FL4060167,GW-Groundwater,26.165081,-80.196861,PFOA,8,Long,6.4
FL4060167,GW-Groundwater,26.165081,-80.196861,PFOS,8,Long,18.9
FL4060167,GW-Groundwater,26.165081,-80.196861,PFPeA,5,short,11.8
FL4060254,GW-Groundwater,26.312343,-80.120643,PFOS,8,Long,5.2
FL4060573,GW-Groundwater,25.985419,-80.142341,6:2 FTS,8,Long,18
FL4060573,GW-Groundwater,25.985419,-80.142341,PFBA,4,short,5.8
FL4060573,GW-Groundwater,25.985419,-80.142341,PFBS,4,short,5.3
FL4060573,GW-Groundwater,25.985419,-80.142341,PFHpA,7,short,3.1
FL4060573,GW-Groundwater,25.985419,-80.142341,PFHxA,6,short,14
FL4060573,GW-Groundwater,25.985419,-80.142341,PFHxS,6,short,5
FL4060573,GW-Groundwater,25.985419,-80.142341,PFOA,8,Long,7.4
FL4060573,GW-Groundwater,25.985419,-80.142341,PFOS,8,Long,27
FL4060573,GW-Groundwater,25.985419,-80.142341,PFPeA,5,short,8.7
FL4060642,GW-Groundwater,26.021673,-80.178354,6:2 FTS,8,Long,8.4
FL4060642,GW-Groundwater,26.021673,-80.178354,PFBS,4,short,5.9
FL4060642,GW-Groundwater,26.021673,-80.178354,PFHxA,6,short,4.7
FL4060642,GW-Groundwater,26.021673,-80.178354,PFHxS,6,short,3.8
FL4060642,GW-Groundwater,26.021673,-80.178354,PFOA,8,Long,6
FL4060642,GW-Groundwater,26.021673,-80.178354,PFOS,8,Long,20
FL4060642,GW-Groundwater,26.021673,-80.178354,PFPeA,5,short,6.7
FL4060787,GW-Groundwater,26.149374,-80.211388,PFBA,4,short,6.1
FL4060787,GW-Groundwater,26.149374,-80.211388,PFBS,4,short,8.1
FL4060787,GW-Groundwater,26.149374,-80.211388,PFHpA,7,short,5
FL4060787,GW-Groundwater,26.149374,-80.211388,PFHxA,6,short,8.5
FL4060787,GW-Groundwater,26.149374,-80.211388,PFHxS,6,short,8.3
FL4060787,GW-Groundwater,26.149374,-80.211388,PFOA,8,Long,12
FL4060787,GW-Groundwater,26.149374,-80.211388,PFOS,8,Long,37
FL4060787,GW-Groundwater,26.149374,-80.211388,PFPeA,5,short,12
FL4060845,GW-Groundwater,26.24475,-80.20743,PFBA,4,short,6.3
FL4060845,GW-Groundwater,26.24475,-80.20743,PFBS,4,short,4.8
FL4060845,GW-Groundwater,26.24475,-80.20743,PFHxA,6,short,5.1
FL4060845,GW-Groundwater,26.24475,-80.20743,PFHxS,6,short,4.7
FL4060845,GW-Groundwater,26.24475,-80.20743,PFOA,8,Long,5.4
FL4060845,GW-Groundwater,26.24475,-80.20743,PFOS,8,Long,22.2
FL4060845,GW-Groundwater,26.24475,-80.20743,PFPeA,5,short,7.4
FL4060976,GW-Groundwater,26.21385,-80.224594,PFBA,4,short,7.4
FL4060976,GW-Groundwater,26.21385,-80.224594,PFBS,4,short,4.3
FL4060976,GW-Groundwater,26.21385,-80.224594,PFHpA,7,short,3.3
FL4060976,GW-Groundwater,26.21385,-80.224594,PFHxA,6,short,6.4
FL4060976,GW-Groundwater,26.21385,-80.224594,PFHxS,6,short,6.3
FL4060976,GW-Groundwater,26.21385,-80.224594,PFOA,8,Long,7.5
FL4060976,GW-Groundwater,26.21385,-80.224594,PFOS,8,Long,29
FL4060976,GW-Groundwater,26.21385,-80.224594,PFPeA,5,short,7.8
FL4061083,GW-Groundwater,26.013242,-80.342053,6:2 FTS,8,Long,28
FL4061083,GW-Groundwater,26.013242,-80.342053,PFBA,4,short,9.2
FL4061083,GW-Groundwater,26.013242,-80.342053,PFBS,4,short,7.1
FL4061083,GW-Groundwater,26.013242,-80.342053,PFHpA,7,short,6.7
FL4061083,GW-Groundwater,26.013242,-80.342053,PFHxA,6,short,13.4
FL4061083,GW-Groundwater,26.013242,-80.342053,PFHxS,6,short,6.1
FL4061083,GW-Groundwater,26.013242,-80.342053,PFOA,8,Long,10.2
FL4061083,GW-Groundwater,26.013242,-80.342053,PFOS,8,Long,23.3
FL4061083,GW-Groundwater,26.013242,-80.342053,PFPeA,5,short,17.7
FL4061129,GW-Groundwater,26.234109,-80.130155,6:2 FTS,8,Long,62
FL4061129,GW-Groundwater,26.234109,-80.130155,PFBA,4,short,19
FL4061129,GW-Groundwater,26.234109,-80.130155,PFBS,4,short,4.5
FL4061129,GW-Groundwater,26.234109,-80.130155,PFHpA,7,short,9.6
FL4061129,GW-Groundwater,26.234109,-80.130155,PFHxA,6,short,25
FL4061129,GW-Groundwater,26.234109,-80.130155,PFHxS,6,short,5.3
FL4061129,GW-Groundwater,26.234109,-80.130155,PFOA,8,Long,6.6
FL4061129,GW-Groundwater,26.234109,-80.130155,PFOS,8,Long,20
FL4061129,GW-Groundwater,26.234109,-80.130155,PFPeA,5,short,24
FL4061410,GW-Groundwater,26.157325,-80.242631,PFBA,4,short,6.7
FL4061410,GW-Groundwater,26.157325,-80.242631,PFBS,4,short,3.4
FL4061410,GW-Groundwater,26.157325,-80.242631,PFHxA,6,short,4.6
FL4061410,GW-Groundwater,26.157325,-80.242631,PFOA,8,Long,4.6
FL4061410,GW-Groundwater,26.157325,-80.242631,PFOS,8,Long,9.8
FL4061410,GW-Groundwater,26.157325,-80.242631,PFPeA,5,short,5.9
FL4061517,GW-Groundwater,26.28113,-80.244342,PFBS,4,short,5.5
FL4061517,GW-Groundwater,26.28113,-80.244342,PFHxA,6,short,4.1
FL4061517,GW-Groundwater,26.28113,-80.244342,PFHxS,6,short,4.2
FL4061517,GW-Groundwater,26.28113,-80.244342,PFOA,8,Long,5.4
FL4061517,GW-Groundwater,26.28113,-80.244342,PFOS,8,Long,17
FL4061517,GW-Groundwater,26.28113,-80.244342,PFPeA,5,short,6.3
FL4061584,GW-Groundwater,26.284692,-80.194909,6:2 FTS,8,Long,6.3
FL4061584,GW-Groundwater,26.284692,-80.194909,PFBA,4,short,6.8
FL4061584,GW-Groundwater,26.284692,-80.194909,PFBS,4,short,6.7
FL4061584,GW-Groundwater,26.284692,-80.194909,PFHpA,7,short,4.1
FL4061584,GW-Groundwater,26.284692,-80.194909,PFHxA,6,short,8.2
FL4061584,GW-Groundwater,26.284692,-80.194909,PFHxS,6,short,4.9
FL4061584,GW-Groundwater,26.284692,-80.194909,PFOA,8,Long,9.8
FL4061584,GW-Groundwater,26.284692,-80.194909,PFOS,8,Long,24
FL4061584,GW-Groundwater,26.284692,-80.194909,PFPeA,5,short,11
FL4064326,GW-Groundwater,26.046255,-80.34937,PFBA,4,short,8
FL4064326,GW-Groundwater,26.046255,-80.34937,PFBS,4,short,4.6
FL4064326,GW-Groundwater,26.046255,-80.34937,PFHpA,7,short,6.8
FL4064326,GW-Groundwater,26.046255,-80.34937,PFHxA,6,short,11.2
FL4064326,GW-Groundwater,26.046255,-80.34937,PFOA,8,Long,9.3
FL4064326,GW-Groundwater,26.046255,-80.34937,PFPeA,5,short,21.2
FL4130077,GW-Groundwater,25.895545,-80.122966,6:2 FTS,8,Long,84
FL4130077,GW-Groundwater,25.895545,-80.122966,8:2 FTS,10,Long,7.4
FL4130077,GW-Groundwater,25.895545,-80.122966,PFBA,4,short,19
FL4130077,GW-Groundwater,25.895545,-80.122966,PFBS,4,short,6.8
FL4130077,GW-Groundwater,25.895545,-80.122966,PFHpA,7,short,14
FL4130077,GW-Groundwater,25.895545,-80.122966,PFHxA,6,short,38
FL4130077,GW-Groundwater,25.895545,-80.122966,PFHxS,6,short,7.3
FL4130077,GW-Groundwater,25.895545,-80.122966,PFOA,8,Long,9.7
FL4130077,GW-Groundwater,25.895545,-80.122966,PFOS,8,Long,42
FL4130077,GW-Groundwater,25.895545,-80.122966,PFPeA,5,short,33
FL4130089,GW-Groundwater,25.88741,-80.131456,PFBA,4,short,8.9
FL4130089,GW-Groundwater,25.88741,-80.131456,PFBS,4,short,3.3
FL4130089,GW-Groundwater,25.88741,-80.131456,PFHpA,7,short,3
FL4130089,GW-Groundwater,25.88741,-80.131456,PFHxA,6,short,5.9
FL4130089,GW-Groundwater,25.88741,-80.131456,PFOS,8,Long,12.7
FL4130089,GW-Groundwater,25.88741,-80.131456,PFPeA,5,short,6.9
FL4130871,GW-Groundwater,25.697117,-80.39628,6:2 FTS,8,Long,7.9
FL4130871,GW-Groundwater,25.697117,-80.39628,PFBA,4,short,23
FL4130871,GW-Groundwater,25.697117,-80.39628,PFBS,4,short,8.6
FL4130871,GW-Groundwater,25.697117,-80.39628,PFHpA,7,short,7.7
FL4130871,GW-Groundwater,25.697117,-80.39628,PFHxA,6,short,15.2
FL4130871,GW-Groundwater,25.697117,-80.39628,PFHxS,6,short,3
FL4130871,GW-Groundwater,25.697117,-80.39628,PFOA,8,Long,9.2
FL4130871,GW-Groundwater,25.697117,-80.39628,PFOS,8,Long,27
FL4130871,GW-Groundwater,25.697117,-80.39628,PFPeA,5,short,21
FL4130901,GW-Groundwater,25.932484,-80.188158,6:2 FTS,8,Long,89
FL4130901,GW-Groundwater,25.932484,-80.188158,8:2 FTS,10,Long,5.3
FL4130901,GW-Groundwater,25.932484,-80.188158,PFBA,4,short,15
FL4130901,GW-Groundwater,25.932484,-80.188158,PFBS,4,short,3.5
FL4130901,GW-Groundwater,25.932484,-80.188158,PFHpA,7,short,11
FL4130901,GW-Groundwater,25.932484,-80.188158,PFHxA,6,short,28
FL4130901,GW-Groundwater,25.932484,-80.188158,PFHxS,6,short,5.6
FL4130901,GW-Groundwater,25.932484,-80.188158,PFOA,8,Long,7.8
FL4130901,GW-Groundwater,25.932484,-80.188158,PFOS,8,Long,24
FL4130901,GW-Groundwater,25.932484,-80.188158,PFPeA,5,short,27
FL4130970,GW-Groundwater,25.846222,-80.149994,6:2 FTS,8,Long,135.7
FL4130970,GW-Groundwater,25.846222,-80.149994,8:2 FTS,10,Long,10.7
FL4130970,GW-Groundwater,25.846222,-80.149994,PFBA,4,short,19.9
FL4130970,GW-Groundwater,25.846222,-80.149994,PFBS,4,short,6.5
FL4130970,GW-Groundwater,25.846222,-80.149994,PFHpA,7,short,20.8
FL4130970,GW-Groundwater,25.846222,-80.149994,PFHxA,6,short,52.9
FL4130970,GW-Groundwater,25.846222,-80.149994,PFHxS,6,short,9.1
FL4130970,GW-Groundwater,25.846222,-80.149994,PFNA,9,Long,5.6
FL4130970,GW-Groundwater,25.846222,-80.149994,PFOA,8,Long,14.2
FL4130970,GW-Groundwater,25.846222,-80.149994,PFOS,8,Long,43.3
FL4130970,GW-Groundwater,25.846222,-80.149994,PFPeA,5,short,47.1
FL4130977,GW-Groundwater,25.896088,-80.178861,6:2 FTS,8,Long,32
FL4130977,GW-Groundwater,25.896088,-80.178861,PFBA,4,short,22.3
FL4130977,GW-Groundwater,25.896088,-80.178861,PFBS,4,short,19
FL4130977,GW-Groundwater,25.896088,-80.178861,PFHpA,7,short,11
FL4130977,GW-Groundwater,25.896088,-80.178861,PFHxA,6,short,27.3
FL4130977,GW-Groundwater,25.896088,-80.178861,PFHxS,6,short,8.6
FL4130977,GW-Groundwater,25.896088,-80.178861,PFOA,8,Long,12
FL4130977,GW-Groundwater,25.896088,-80.178861,PFOS,8,Long,56
FL4130977,GW-Groundwater,25.896088,-80.178861,PFPeA,5,short,31.8
FL4131001,GW-Groundwater,25.92524635,-80.25163552,PFBA,4,short,8.6
FL4131001,GW-Groundwater,25.92524635,-80.25163552,PFHxA,6,short,4.2
FL4131001,GW-Groundwater,25.92524635,-80.25163552,PFOS,8,Long,9.7
FL4131001,GW-Groundwater,25.92524635,-80.25163552,PFPeA,5,short,5.8
FL4134357,GW-Groundwater,24.84010177,-81.09479404,PFBA,4,short,8.6
FL4134357,GW-Groundwater,24.84010177,-81.09479404,PFBS,4,short,18
FL4134357,GW-Groundwater,24.84010177,-81.09479404,PFOA,8,Long,8.3
FL4134357,GW-Groundwater,24.84010177,-81.09479404,PFOS,8,Long,42
FL4134357,GW-Groundwater,24.84010177,-81.09479404,PFPeA,5,short,3.4
FL4134365,GW-Groundwater,25.932178,-80.319563,PFBA,4,short,6.9
FL4134365,GW-Groundwater,25.932178,-80.319563,PFHxA,6,short,4.1
FL4134365,GW-Groundwater,25.932178,-80.319563,PFOS,8,Long,8.4
FL4134365,GW-Groundwater,25.932178,-80.319563,PFPeA,5,short,5.7
FL4430624,GW-Groundwater,27.079661,-80.165224,PFBS,4,short,3.5
FL4430624,GW-Groundwater,27.079661,-80.165224,PFHxA,6,short,3.7
FL4430624,GW-Groundwater,27.079661,-80.165224,PFHxS,6,short,4.4
FL4430624,GW-Groundwater,27.079661,-80.165224,PFOA,8,Long,8
FL4430624,GW-Groundwater,27.079661,-80.165224,PFOS,8,Long,13
FL4430624,GW-Groundwater,27.079661,-80.165224,PFPeA,5,short,4.4
FL4430667,GW-Groundwater,27.022669,-80.47164,PFHxS,6,short,8
FL4431379,GW-Groundwater,27.026974,-80.410367,PFOS,8,Long,4.8
FL4500068,GW-Groundwater,26.596777,-80.103738,PFBS,4,short,4
FL4500068,GW-Groundwater,26.596777,-80.103738,PFHxA,6,short,5
FL4500068,GW-Groundwater,26.596777,-80.103738,PFHxS,6,short,5.5
FL4500068,GW-Groundwater,26.596777,-80.103738,PFOA,8,Long,6.4
FL4500068,GW-Groundwater,26.596777,-80.103738,PFOS,8,Long,20.3
FL4500068,GW-Groundwater,26.596777,-80.103738,PFPeA,5,short,5
FL4500145,GW-Groundwater,26.531281,-80.063703,PFBA,4,short,6.4
FL4500145,GW-Groundwater,26.531281,-80.063703,PFBS,4,short,7.4
FL4500145,GW-Groundwater,26.531281,-80.063703,PFHxA,6,short,5.3
FL4500145,GW-Groundwater,26.531281,-80.063703,PFHxS,6,short,6.2
FL4500145,GW-Groundwater,26.531281,-80.063703,PFOA,8,Long,8.2
FL4500145,GW-Groundwater,26.531281,-80.063703,PFOS,8,Long,23
FL4500145,GW-Groundwater,26.531281,-80.063703,PFPeA,5,short,8.1
FL4500351,GW-Groundwater,26.455506,-80.091076,PFBA,4,short,9.6
FL4500351,GW-Groundwater,26.455506,-80.091076,PFBS,4,short,11.7
FL4500351,GW-Groundwater,26.455506,-80.091076,PFHpA,7,short,7.2
FL4500351,GW-Groundwater,26.455506,-80.091076,PFHxA,6,short,11.2
FL4500351,GW-Groundwater,26.455506,-80.091076,PFHxS,6,short,7.7
FL4500351,GW-Groundwater,26.455506,-80.091076,PFOA,8,Long,14.2
FL4500351,GW-Groundwater,26.455506,-80.091076,PFOS,8,Long,28.7
FL4500351,GW-Groundwater,26.455506,-80.091076,PFPeA,5,short,12.9
FL4500773,GW-Groundwater,26.609905,-80.066304,PFHxA,6,short,4.1
FL4500773,GW-Groundwater,26.609905,-80.066304,PFHxS,6,short,5.7
FL4500773,GW-Groundwater,26.609905,-80.066304,PFOS,8,Long,12
FL4500773,GW-Groundwater,26.609905,-80.066304,PFPeA,5,short,5
FL4500784,GW-Groundwater,26.583684,-80.059488,PFBA,4,short,8.9
FL4500784,GW-Groundwater,26.583684,-80.059488,PFBS,4,short,9
FL4500784,GW-Groundwater,26.583684,-80.059488,PFHpA,7,short,4.5
FL4500784,GW-Groundwater,26.583684,-80.059488,PFHxA,6,short,9.2
FL4500784,GW-Groundwater,26.583684,-80.059488,PFHxS,6,short,5.8
FL4500784,GW-Groundwater,26.583684,-80.059488,PFNA,9,Long,6.8
FL4500784,GW-Groundwater,26.583684,-80.059488,PFOA,8,Long,11
FL4500784,GW-Groundwater,26.583684,-80.059488,PFOS,8,Long,31
FL4500784,GW-Groundwater,26.583684,-80.059488,PFPeA,5,short,12
FL4501058,GW-Groundwater,26.638943,-80.10162,PFBA,4,short,5
FL4501058,GW-Groundwater,26.638943,-80.10162,PFBS,4,short,16
FL4501058,GW-Groundwater,26.638943,-80.10162,PFHpA,7,short,5.2
FL4501058,GW-Groundwater,26.638943,-80.10162,PFHxA,6,short,7.7
FL4501058,GW-Groundwater,26.638943,-80.10162,PFHxS,6,short,11
FL4501058,GW-Groundwater,26.638943,-80.10162,PFOA,8,Long,15
FL4501058,GW-Groundwater,26.638943,-80.10162,PFOS,8,Long,37
FL4501058,GW-Groundwater,26.638943,-80.10162,PFPeA,5,short,9.6
FL4501438,GW-Groundwater,26.906874,-80.209081,6:2 FTS,8,Long,14
FL4501438,GW-Groundwater,26.906874,-80.209081,PFBS,4,short,3.9
FL4501438,GW-Groundwater,26.906874,-80.209081,PFHxA,6,short,5.1
FL4501438,GW-Groundwater,26.906874,-80.209081,PFOS,8,Long,10
FL4501438,GW-Groundwater,26.906874,-80.209081,PFPeA,5,short,7.2
FL4501559,SW-Surface Water,26.765648,-80.171771,PFBA,4,short,15.5
FL4501559,SW-Surface Water,26.765648,-80.171771,PFHxA,6,short,6.8
FL4501559,SW-Surface Water,26.765648,-80.171771,PFPeA,5,short,8
FL4504903,GW-Groundwater,26.778825,-80.240876,PFBA,4,short,5.5
FL4504903,GW-Groundwater,26.778825,-80.240876,PFBS,4,short,4.8
FL4504903,GW-Groundwater,26.778825,-80.240876,PFHpA,7,short,3.4
FL4504903,GW-Groundwater,26.778825,-80.240876,PFHxA,6,short,5.4
